Name,Price,Rating
Grillo Sur Sur 2019,9.15,4.0
La Comtesse de Pazo Barrantes Albariño 2016,38.02,4.1
Sauvignon Blanc 2019,12.9,3.7
Val de Montferrand Grande Cuvée Blanc 2016,17.95,3.9
Uncaged Sauvignon Blanc 2017,16.33,3.4
Silberlack Riesling Trocken GG 2018,40.73,4.4
Essence du Cap Chardonnay 2018,8.75,3.6
Regaleali Bianco Sicilia 2019,7.42,3.7
Kalkmergel Riesling 2017,9.26,3.6
Steingrüble 2016,13.95,3.8
Grassnitzberg Sauvignon Blanc 2017,27.0,3.8
Verdejo 2019,7.47,3.7
Manar dos Seixaş 2017,13.55,4.1
Chardonnay 2018,14.49,3.4
Ciari Chardonnay 2018,10.24,3.9
Finado Pinot Bianco 2018,10.9,3.9
Leiten Gewürztraminer 2018,11.21,4.0
Sauvignon Blanc 2018,12.81,3.9
Bon Vallon Chardonnay 2018,12.79,3.8
Riesling Tradition 2018,13.29,3.8
Qvevri 2016,25.9,3.8
As Sortes Val do Bibei Godello 2018,42.06,4.4
Faß 12 Ayler Kupp Unterstenberg Riesling 2017,21.94,4.3
Grüner Veltliner Smaragd Axpoint 2018,21.89,4.1
R de Rieussec 2017,30.62,3.7
Santa Digna Reserva Chardonnay 2019,7.45,3.6
Felseneck Riesling GG 2016,53.5,4.3
The Stump Jump Lightly Wooded Chardonnay 2018,8.75,3.4
Puiten Pinot Grigio 2015,12.62,3.8
Blanc 2018,7.3,3.6
Steinterrassen 2015,21.9,4.2
Meruge Branco 2015,18.52,4.2
Jonty's Ducks Pekin White 2017,14.13,3.7
Pošip 2017,22.0,4.1
Quincy Haute Victoire 2018,15.7,3.8
Wehlener Klosterberg Riesling Spätlese 2015,21.95,4.0
Chablis Premier Cru 'Vau de Vey' 2018,27.78,4.0
Pinot Gris Trocken 2017,11.69,3.6
Baron de L Pouilly-Fumé 2016,76.43,4.4
RS Grauburgunder 2014,29.95,3.8
Custoza 2019,8.72,3.8
15 Pinot Grigio 2018,11.82,3.8
Adrianna Vineyard White Stones Chardonnay 2017,57.51,4.4
Altitud Chardonnay 2016,13.26,3.4
Soave Classico 2018,4.83,3.8
Puligny-Montrachet 'Les Corvées des Vignes' 2015,69.99,4.3
Sauvignon Blanc 2018,12.57,3.6
Chardonnay 2018,11.9,3.5
Kirchspiel Riesling GG 2016,47.95,4.1
Grauburgunder Trocken vom Kalkstein 2018,8.95,3.9
Colección Torrontés 2019,9.89,3.9
Bandol Blanc 2015,18.9,3.5
Portal da Calçada Reserva Vinho Verde 2019,6.54,3.7
Rüdesheimer Berg Kaisersteinfels Terrassen Riesling 2015,25.0,4.0
Cecu d'la Biunda Roero Arneis 2018,11.88,3.8
Pinot Grigio 2019,6.77,3.9
Pinot Gris Alsace Réserve Personnelle 2015,33.59,4.0
The Rhine House Collection Chardonnay 2016,16.9,3.6
Riesling Trocken 2019,11.02,3.7
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2014,66.0,4.0
Riesling 2018,10.09,3.9
Beaujolais Blanc 2018,12.9,3.7
Sauvignon Blanc 2019,9.89,4.1
Jaraman Chardonnay 2016,16.77,3.8
Nik Weis Selection Urban Riesling 2019,9.26,4.1
Grillo 2018,5.02,3.3
Grand Vin La Clape Blanc 2018,36.85,3.7
Aulerde Riesling GG 2016,37.9,4.1
Barbazul Blanco 2018,9.95,3.7
Wehlener Sonnenuhr Riesling Spätlese 2016,30.47,4.3
Alte Reben Riesling 2018,13.0,3.9
Chablis 2018,23.5,4.0
Via Colțul Pietrei Sauvignon Blanc 2018,11.5,3.9
Quartz Stone Chardonnay 2018,23.5,4.1
Mäushöhle Riesling 2016,14.57,3.7
Petit Chablis 2017,13.3,3.9
Baccaro Grillo 2018,4.86,3.3
Vulkangestein Riesling Trocken 2017,15.1,3.8
Varidor Riesling Trocken 2018,8.9,3.8
Weisser Burgunder 2017,7.95,3.7
Vineyard Selection Chenin Blanc (Barrel Fermented) 2019,11.25,3.8
Vigna Santa Margherita Vernaccia di San Gimignano 2016,20.32,3.9
Chenin Blanc 2019,10.91,3.7
Schaapenberg Vineyard Reserve Sauvignon Blanc 2017,19.95,3.8
Réserve Languedoc Blanc 2018,8.76,3.8
The Young Airhawk 2016,18.42,3.7
Thauvenay Sancerre Blanc 2014,15.5,3.9
Drouhin - Vaudon Chablis 2018,17.07,3.7
Springvale Riesling 2018,29.9,3.9
Deidesheimer Kalkofen GG 2016,32.12,4.2
Sauvignon Blanc 2017,11.9,3.7
Sauvignon Blanc 2019,7.75,3.5
Metis Pascal Jolivet Sauvignon Blanc 2017,21.0,3.9
Chablis 2018,13.91,3.6
Anas-Cëtta Langhe Nascetta di Novello 2018,18.9,3.7
Villa Angela Falerio Pecorino 2018,8.24,3.5
Chablis 1er Cru 'Côte de Lechet' 2018,24.9,4.1
Chardonnay 2017,7.65,3.4
Riesling 2017,24.5,3.8
Sons de Prades Vinyes de Milmanda 2016,36.56,4.0
Chardonnay 2016,19.5,3.7
Riesling Terrassen 2018,15.25,3.8
Cortese Piemonte 2018,6.3,3.4
Sauvignon Gris 2018,9.28,4.0
Tannenberg Sauvignon Blanc 2016,23.4,3.9
Sauvignon 2019,9.9,3.8
Rohstoff Chardonnay 2017,15.2,4.1
The First Lady Sauvignon Blanc 2019,8.49,3.6
Pinot Grigio 2017,12.99,3.9
Serego Alighieri Possessioni Bianco Veneto 2018,11.92,3.6
Grüner Veltliner HAID Weinviertel DAC 2018,10.93,3.9
Graacher Himmelreich Riesling Spätlese 2015,25.84,4.2
Fass 4 2019,15.8,4.1
Laurens Campher 2014,15.95,3.9
Riesling Trocken 2017,9.95,3.8
Riesling (Petracine) Langhe 2018,37.9,3.9
Otto Soave 2019,9.45,4.0
Private Bin Chardonnay 2018,11.04,3.3
Wildcard Chardonnay (Unoaked) 2017,7.5,3.2
Barrel Fermented Chardonnay 2018,27.5,4.2
Atrium Chardonnay 2018,11.35,3.6
Il Fiore 2015,11.43,3.6
Contea di Sclafani Nozze d'Oro Regaleali 2017,15.42,4.0
Rotschiefer Riesling Kabinett 2017,12.5,3.9
Esprit de Tablas Blanc 2014,49.0,4.1
Grüner Veltliner Smaragd Axpoint 2017,21.9,4.1
Vire-Clessé 2017,29.9,4.0
Gavi 2017,9.49,3.3
The Glass Collection Unwooded Chardonnay 2019,11.65,3.4
Villa Margon Chardonnay 2017,17.79,3.9
Sauvignon Blanc 2018,13.5,3.7
Single Vineyard Sauvignon Blanc 2017,13.5,3.5
Sauvignon Blanc 2018,14.52,3.6
Pievecroce 2018,11.9,3.8
Trebbiano Spoletino Trebium 2018,14.5,3.8
Pedra de Guix 2015,60.0,3.9
Vinha Dos Amores Encruzado Dão Branco 2016,29.99,4.4
Morillon Muschelkalk 2017,14.49,3.9
Solaz Verdejo 2018,6.21,3.2
Pinot Grigio Alto Adige 2018,15.9,3.9
Chardonnay Le Bourgogne 2016,12.6,3.6
Rkatsiteli 2014,8.95,3.7
Riesling Heiligenstein 2014,22.7,4.0
Urban.GV Grüner Veltliner 2018,8.9,3.7
Sauvignon Blanc 2019,8.4,3.5
Arinto - Bical 2016,9.1,3.7
Gaia & Rey Langhe 2017,184.2,4.5
Gewurztraminer Classic 2018,9.5,3.8
Mäushöhle Riesling 2017,14.57,3.7
Las Pizarras Chardonnay 2016,64.0,4.2
Mi Pueblo Chardonnay 2019,6.5,3.2
Mâcon-Bussières Les Clos 2018,13.55,3.8
Enkircher Steffensberg Riesling Kabinett Feinherb 2018,17.35,4.2
Grande g 2018,21.87,4.1
Rheinschiefer Hallgarten Riesling Trocken 2018,15.11,3.9
Greco di Tufo 2018,8.99,3.8
Lafóa Sauvignon 2010,26.27,4.0
Reserve Spéciale Chardonnay 2018,6.9,3.9
Mash Pitt 2015,24.99,3.7
Vieilles Vignes Côtes Catalanes Blanc 2017,23.99,3.8
Loibner Grüner Veltliner Smaragd Vinothekfüllung 2017,45.0,4.2
Steinriegl Riesling 2017,18.42,4.0
GB Sauvage Riesling 2019,9.76,3.7
Laumersheimer Kapellenberg Trocken Riesling 2018,11.65,3.7
The Dry Land Collection Courageous Barrel Fermented Chenin Blanc 2018,11.9,4.1
Toscana Bugia 2015,38.89,3.8
Chardonnay Kreuth 2018,16.39,4.0
Ürziger Würzgarten Riesling Spätlese 2015,20.95,4.0
Kiedricher Riesling Trocken 2017,17.9,3.9
Chardonnay 2017,9.9,3.3
Mineral Riesling Trocken 2016,15.95,3.9
Catarratto 2018,8.45,3.7
Allnatt Vieilles Vignes Chardonnay 2018,11.25,4.1
Chenin Blanc (Steen op Hout) 2018,10.5,3.5
Johannishof Riesling Trocken 2016,9.39,3.7
Molino a Vento Grillo 2018,5.74,3.6
Pinot Grigio 2019,5.35,3.6
Sauvignon Blanc 2018,7.9,3.2
L'Esprit de l'Horizon Blanc 2015,17.45,3.9
Sons de Prades Vinyes de Milmanda 2017,34.99,3.7
Chenin Blanc 2018,3.74,3.2
Villa Gemma Colline Teatine Bianco 2018,10.09,3.6
Brauneberger Juffer Riesling Kabinett 2016,14.5,3.8
Ficiligno Viognier - Inzolia 2018,10.63,4.0
Chardonnay (Padstal) 2017,7.19,3.4
Santagostino Baglio Sorìa White 2018,12.4,3.7
Chardonnay Toscana Il Marzocco 2018,28.18,3.9
Pinot Bianco 2018,9.7,3.7
Scharzhofberger Riesling Auslese 2015,355.8,4.5
Villa Angela Passerina Marche 2018,7.49,3.6
Gewürztraminer 2016,11.89,3.9
Halenberg Riesling GG 2016,44.0,4.3
Königsbacher Ölberg Riesling 2017,19.45,4.0
Puiten Pinot Grigio 2017,12.62,3.6
Ried Steinriegl Sauvignon Blanc 2017,22.22,3.9
'Rosso & Bianco' Chardonnay 2016,17.5,3.7
Douro Fabelhaft Branco 2018,8.59,3.2
Iselis Bianco 2018,11.25,3.9
The Site Chardonnay 2015,24.24,4.1
Les Maranches Mâcon-Uchizy 2015,25.9,3.9
Meio Queijo Douro Branco 2018,8.32,3.6
Kirchspiel Riesling GG 2012,179.0,4.6
Big Easy White 2018,9.98,3.6
Reserva Sauvignon Blanc 2018,6.03,3.5
Wehlener Klosterberg Riesling Kabinett 2015,15.95,3.8
Nosiola Fontanasanta 2018,28.07,3.7
Tenuta Regaleali Chardonnay Vigna San Francesco 2017,29.0,4.2
Sauvignon Blanc 2019,5.79,3.5
Sauvignon Blanc 2017,22.7,3.7
Riesling Trocken 2016,12.95,3.8
Blanco 2017,6.25,3.4
Koonunga Hill Chardonnay 2019,9.49,3.3
Riesling Federspiel Himmelstiege 2018,11.13,3.4
Henry Greuzard Mâcon la Roche Vineuse 2018,8.72,4.0
Chardonnay 2018,7.63,3.3
Sancerre Les Caillottes Blanc 2018,27.11,4.0
Chenin Blanc 2019,7.49,3.5
Is Argiolas Vermentino di Sardegna 2019,10.7,3.9
Danie de Wet Chardonnay 2019,5.4,3.7
1791 Sauvignon Blanc 2019,6.97,3.7
Chenin Blanc 2019,4.5,3.4
Riesling Classic 2018,8.65,3.6
Torricella 2017,14.95,3.8
The River Garden Sauvignon Blanc 2018,7.94,3.6
Chablis 2017,12.43,3.8
Les Princes Abbés Gewürztraminer Alsace 2017,15.5,3.9
Riesling Trocken 2017,9.99,3.6
Riesling Hochheimer Hölle Kabinett Trocken 2017,12.89,3.9
Sauvignon Blanc 2017,5.53,3.2
Siefersheim Porphyr Riesling 2017,19.89,3.8
Sauvignon Blanc 2019,7.23,3.5
Riesling 2018,12.0,3.8
Ribolla Gialla 2016,14.2,3.7
La Cala Vermentino di Sardegna 2019,7.49,3.5
Hidden Treasures NR3 Riesling - Furmint 2017,16.0,3.7
Pur Müller-Thurgau 2018,13.15,4.1
Bourgogne Chardonnay 2017,13.58,3.7
Novas Gran Reserva Sauvignon Blanc 2017,10.5,3.5
Conde de Valdemar Viura 2016,5.8,3.6
Riesling Trocken 2017,10.63,3.8
Loibner Burgstall Riesling Federspiel 2016,25.0,3.8
Treu Federspiel Grüner Veltliner 2018,19.01,3.9
Manna Schweizer 2018,23.9,4.2
Vernaccia di San Gimignano 2017,10.93,3.7
Single Estate Selected White 2014,12.48,3.9
Fumé Sauvignon Blanc 2018,16.52,4.2
Westhofener Riesling Trocken 2017,19.9,3.9
Les Tourelles de la Crée Montagny Premier Cru 2015,43.28,3.9
Platin Riesling 2018,10.63,3.7
La Manina 2018,11.02,3.7
Pinot Gris 2016,17.42,3.8
The Wine Cuvée Weiss 2017,12.19,3.7
Sharis 2019,12.5,3.9
Sauvignon Blanc 2019,5.65,3.3
Edmond Sancerre 2016,43.82,4.2
Chardonnay delle Venezie 2018,5.85,3.6
Aulerde Riesling GG 2015,36.95,4.2
Charta Riesling 2018,11.48,3.9
Saint Peray Version 2016,20.0,3.9
Mantele Sauvignon 2017,17.7,4.0
Arneis Langhe Blangé 2019,16.47,4.1
Riesling Alsace Grand Cru 'Saering' 2017,19.4,3.9
Primo Bianco 2019,8.49,3.5
Hirschvergnügen Grüner Veltliner 2018,9.44,3.7
Predicador Blanco 2017,25.78,4.0
Ürziger Würzgarten Riesling Kabinett 2016,9.0,3.9
Vignealte Soave Classico 2018,6.7,3.8
Blanco Fermentado en Barrica 2019,10.62,3.8
Rovereto Gavi 2018,9.99,4.0
Balbino Vermentino di Maremma Toscana 2018,10.5,3.8
Vermentino di Sardegna 2019,6.78,3.4
Riesling Trocken 2018,10.18,3.8
Chardonnay 2018,9.96,3.2
Tutti Frutti Blanc 2018,5.36,3.9
Silvaner Trocken 2016,9.09,3.6
Vom Vulkan 2016,12.9,3.8
Monte Blanco Verdejo 2011,5.95,3.5
Chardonnay 2018,9.9,3.6
White Label Nik Weis Saarfeilser GG 2016,27.5,4.3
Steinriesler 2004,49.0,4.0
Geheimrat J Riesling Trocken 2015,26.89,4.0
Bon Vallon Chardonnay 2019,11.2,3.8
Suade Sauvignon Blanc 2018,9.99,4.1
Classic White Blend 2018,8.32,3.5
Fonte da Serrana Branco 2018,5.98,3.6
Chardonnay Bourgogne 2015,15.95,3.8
Viognier 2016,10.5,3.9
Xarel-lo 2018,6.95,3.4
Nussberg Wiener Gemischter Satz 2018,21.2,3.9
Rioja Blanco 2018,5.85,3.4
Venezia Giulia Confini 2015,37.9,4.2
White Lady 2018,26.9,4.2
Fiano 2018,10.99,3.5
Chremisa Edition Grüner Veltliner 2018,13.5,3.8
Wachenheimer Riesling 2018,14.9,3.9
Sauvignon Blanc 500 2011,59.0,4.3
Single Vineyard Chardonnay 2017,19.95,3.9
Grande Réserve Sancerre Blanc 2019,29.05,3.9
Domaine de Saint-Pierre Sancerre Blanc 2018,16.0,3.9
Petite Arvine 2017,18.9,4.0
Organic Viognier - Verdil 2018,6.49,3.5
Gorgorito Verdejo 2018,6.88,3.7
Ampelio Chardonnay Langhe 2016,12.08,3.9
Wiener Gemischter Satz 2014,10.3,3.4
Conde de Valdemar Finca Alto Cantabria 2017,12.99,3.8
Goru el Blanco 2018,6.29,3.6
Promised Land Unwooded Chardonnay 2017,8.83,3.5
Zeltinger Himmelreich Riesling Kabinett 2015,16.95,3.9
Branco 2018,4.95,3.4
Le Classique Chablis 2016,17.9,3.7
Chardonnay Reserva 2018,9.95,3.9
Marsanne 2017,5.74,3.6
21 Gables Chenin Blanc 2018,19.5,4.3
Sauvignon Blanc II 2019,10.5,3.9
Emilio Primo Bianco 2018,13.5,3.7
Le Domaine Blanco de Guarda 2018,35.87,4.2
Gewürztraminer 2018,12.9,3.9
Chardonnay (Barrel Fermented) 2017,13.75,3.8
Douro Branco 2017,4.95,3.5
Rully Blanc 2018,19.02,3.9
Chardonnay (Unwooded) 2019,7.2,3.8
Pinot Grigio 2018,6.3,3.2
Kiedricher Riesling Trocken 2018,17.5,4.0
Chardonnay Bourgogne 2018,12.99,3.6
Alteni di Brassica Langhe 2016,109.0,4.2
Castello della Sala Bramìto Chardonnay 2019,18.85,3.9
Sauvignon Blanc 2017,12.81,3.7
Les Maranches Mâcon-Uchizy 2014,31.18,3.7
Sauvignon Blanc 2015,9.69,3.7
Brezza Umbria Bianco 2019,6.13,4.1
Riesling Smaragd Achleiten 2018,26.18,4.2
Vernaccia di San Gimignano Riserva 2012,19.4,4.0
Riesling Trocken 2018,5.52,3.4
Abbazia di Rosazzo 2013,38.92,4.1
Riesling Trocken 2018,8.5,3.8
Schiefergestein Bockenauer Riesling Trocken 2016,19.11,3.9
Essence du Cap Chardonnay 2017,11.02,3.3
Pievecroce 2017,11.9,3.7
Pietragrande Bianco 2018,10.99,3.7
Pecan Stream Chenin Blanc 2018,9.9,3.7
Chablis Premier Cru 'Vau de Vey' 2017,29.55,4.1
Puligny-Montrachet 2015,58.9,4.2
Collio Sauvignon 2016,17.9,3.9
Catarratto 2017,6.62,3.4
Siefersheim Porphyr Riesling 2016,20.88,3.8
Grauburgunder 2019,10.9,4.0
Châteauneuf-du-Pape Blanc 2016,49.0,4.0
Sémillon 2015,36.11,3.9
Grillo Sicilia 2019,5.75,3.6
Sauvignon Blanc 2018,27.29,4.1
Chardonnay Leithaberg 2013,12.0,3.6
Ruppertsberger Reiterpfad Riesling 2015,20.95,4.1
Weissburgunder 2017,9.21,3.8
Chardonnay Sicilia 2017,7.44,3.4
Sancerre Blanc 2018,20.36,4.0
Sauvignon Blanc 2019,10.63,3.9
Lugana 2019,9.75,3.6
Falanghina Irpinia Morabianca 2018,9.52,3.8
Rioja Satinela Blanco Semidulce 2018,6.29,3.7
Saulheimer Riesling Kalkstein 2016,12.18,3.9
The King's Favour Sauvignon Blanc 2016,28.4,4.1
Chardonnay 2015,8.99,3.4
Brauneberger Juffer Riesling Kabinett 2018,15.2,3.9
Blanco 2018,8.19,3.8
Dão Reserva Branco 2018,12.3,3.8
Trabocchetto Pecorino 2018,10.35,4.0
Exultet Fiano di Avellino 2014,37.83,4.1
Biancosesto 2013,19.49,3.9
Clos Mireille Blanc de Blancs 2018,27.5,4.0
Classic Gewürztraminer 2016,14.75,3.7
Bourgogne Aligoté 2016,14.5,3.8
Barrel Selection Chardonnay 2019,12.9,3.9
Dão Colheita Seleccionada White 2019,7.27,3.8
Coste a Preola Grillo 2018,8.72,4.0
Pansa Blanca 2016,9.0,3.5
Chardonnay 2018,18.19,3.5
Podfuck 2016,28.9,4.0
Les Chailloux Silex Pouilly-Fumé 2016,14.1,3.8
Chardonnay 2015,15.95,3.7
Pošip 2018,22.2,4.2
Pouco-Comum Alvarinho 2019,10.47,3.8
Vinho Verde 2019,5.16,3.7
Vinho Verde Branco 2019,7.06,3.7
Garnacha Blanca 2017,9.34,3.2
Pinot Grigio delle Venezie 2019,5.99,3.5
Max Reserva Sauvignon Blanc 2016,14.9,3.7
Welschriesling Trocken 2017,11.99,3.7
Sauvignon Blanc 2019,12.5,3.8
Fiano Salento Acante 2018,7.2,3.9
San Vincenzo 2019,9.6,4.0
Gewürztraminer 2019,17.35,4.0
Alentejano Reserva Branco 2016,24.37,4.1
Goldberg Riesling 2015,26.95,3.9
Petit Clos Sauvignon Blanc 2018,12.2,3.6
Unwooded Chardonnay 2017,10.75,3.6
Chante-Alouette Hermitage Blanc 2017,58.1,4.3
Blanco 2018,6.35,3.5
Rheinschiefer Hallgarten Riesling Trocken 2016,15.1,3.8
Jacobus Riesling Trocken 2018,12.18,3.8
Quarzit Riesling Trocken 2017,17.06,4.0
Signature Chardonnay 2019,6.95,3.6
Riesling Trocken 2018,8.64,3.5
Falanghina 2019,9.24,3.6
Alb de Petro Vaselo 2017,9.5,3.8
Bourgogne Chardonnay 2017,13.9,3.8
Les Fumées Blanches 2019,7.89,3.5
Clos du Papillon Savennières 2015,67.45,4.0
Critone Bianco 2019,7.9,4.0
Hohen-Sülzen Riesling 2018,17.5,3.9
Grillo Costadune 2018,6.0,3.5
L'Églantière Chablis 2018,16.46,3.9
Chablis 1er Cru 'Montee de Tonnerre' 2016,42.8,4.1
SL Riesling Trocken 2018,8.4,3.8
Sinais Sauvignon Blanc 2016,11.65,3.4
Gavi 2019,11.99,3.8
Génération Dix-Neuf Sancerre 2013,38.89,4.1
Dalila Riserva 2016,9.12,3.8
Armantes Macabeo 2017,6.09,3.7
Greco Di Tufo 2019,11.45,3.8
Estate Chardonnay 2018,9.5,3.9
Bechtheimer Riesling 2015,18.0,3.9
Sauvignon Blanc 2018,60.19,4.5
Armador Sauvignon Blanc 2018,9.85,3.6
Etna Santo Spirito Bianco 2017,31.63,3.9
Vieilles Vignes Châteauneuf-du-Pape Blanc 2014,135.5,4.6
Director's Chardonnay 2017,17.5,3.8
Canava Chrissou Tselepos Santorini Vieilles Vignes 2017,29.5,4.1
Les Maranches Mâcon-Uchizy 2016,25.9,3.8
Alteni di Brassica Langhe 2014,95.06,4.2
Chenin Blanc (La Cotte Mill) 2018,6.95,3.4
Einstern Pinot Blanc 2015,18.95,4.0
Therese Sauvignon Blanc 2017,27.5,4.1
Sauvignon Blanc 2019,11.99,3.9
Chardonnay - Fiano 2018,6.89,3.4
Unwooded Chardonnay 2019,9.9,3.5
Pouilly-Fuissé 2018,22.32,3.9
La Comtesse de Pazo Barrantes Albariño 2013,51.68,4.1
Sauvignon Blanc 2018,10.88,4.0
Trebbiano d'Abruzzo 2015,121.25,4.4
Goldberg Riesling 2016,26.47,4.0
Chardonnay 2018,6.21,3.3
Chenin Blanc 2019,6.3,3.5
Spring Fever Chardonnay 2017,12.19,3.8
Crescentia Rauenthaler Baiken Riesling Trocken 2018,16.09,3.9
Chassagne-Montrachet Blanc 2014,49.95,4.1
Cellar Selection Sauvignon Blanc 2019,14.99,3.9
Just Riesling! 2018,8.9,3.7
Sauvignon Blanc 2017,11.99,3.6
Prestige Blanc 2018,20.99,4.1
Paradies Lieblingssünde Grauburgunder 2018,9.24,3.8
Sauvignon Blanc 2018,13.71,3.8
Malvasia Seco 2018,15.49,3.9
Pouilly-Vinzelles 2017,19.39,3.8
Sauvignon Blanc 2017,6.31,3.3
Lafóa Sauvignon 2018,23.88,4.1
Pecorino (Unico) 2019,8.72,3.9
Heytesbury Chardonnay 2017,65.79,4.1
Pinot Grigio 2015,11.02,3.5
Chardonnay 2018,13.99,3.6
Mâcon-Lugny Les Genievres 2018,10.63,3.9
Beaune 1er Cru 'Clos des Mouches' Blanc 2016,129.0,4.5
Riesling Trocken 2016,10.93,3.8
Viognier 2018,15.99,3.9
Riesling 2017,23.9,3.8
Noon Gun Chenin Blanc - Sauvignon Blanc - Viognier 2016,7.6,3.6
Custoza 2018,7.9,3.9
Via Colțul Pietrei Sauvignon Blanc 2017,11.5,4.0
Condrieu Invitare 2017,47.37,4.1
Riesling Trocken 2018,10.46,3.7
Sauvignon Blanc 2019,9.25,3.8
Sauvignon Blanc 2019,9.2,4.3
La Oveja Negra Verdejo 2018,6.32,4.0
Châteauneuf-du-Pape Blanc 2017,73.11,4.3
Sauvignon Blanc 2018,6.3,3.5
Riesling - Muscat - Pinot Gris Alsace (W)3 2016,8.28,3.7
Terramatter Alvarinho 2017,18.03,4.0
Colle dei Tigli Bianco del Veneto 2019,5.1,3.9
Cuvée Dalis 2018,8.72,3.9
Alteni di Brassica Langhe 2015,95.06,4.4
Pinot Grigio 2018,6.0,3.5
Chardonnay 2019,7.85,3.3
Sauvignon Blanc 2018,12.45,3.6
Caroline Graves 2011,23.0,3.8
Sauvignon Blanc I 2016,19.45,3.9
Ürziger Würzgarten Riesling Kabinett 2016,15.4,3.9
Chardonnay 2018,6.5,3.7
Viognier Secret de Famille 2018,9.3,3.8
Pazo de Seoane Rosal 2018,12.53,3.8
Greco di Tufo 2018,9.25,3.8
K-Naia 2019,8.8,3.9
Clos Sainte Hune Riesling Alsace 2012,193.03,4.5
Aile d'Argent Blanc Bordeaux 2016,100.0,4.1
Heytesbury Chardonnay 2016,72.73,4.2
Vigne di Catullo Riserva Lugana 2015,15.69,4.1
Forte Alto Pinot Grigio 2019,4.4,3.9
Malterdinger 2017,18.0,4.0
Diamond Collection Chardonnay (Gold Label) 2018,18.9,3.7
Lafóa Chardonnay 2018,24.27,4.3
Pierneef Collection Sauvignon Blanc 2018,14.95,3.7
Rabigato 2016,14.52,3.8
Sauvignon Blanc Trocken 2016,9.8,3.7
Goruli Mtsvane 2014,8.95,3.8
Riesling Trocken 2019,9.95,3.7
Sauvignon Blanc 2018,10.85,3.7
Professor Black 2017,24.9,4.1
The Anchorman 2017,17.16,3.9
Chardonnay 2017,10.5,3.6
Château Grenouilles Chablis Grand Cru 2015,54.0,4.3
875m Finca Carbonera Chardonnay 2018,11.49,3.7
Gavi 2018,13.8,3.7
Chardonnay Somontano 2019,8.29,3.6
Fumé Sauvignon Blanc 2017,16.52,3.9
Evenstad Reserve Chardonnay 2015,74.0,4.2
Chablis Tête d'Or 2016,24.27,4.0
Vermentino Toscana 2018,7.41,3.7
Vigna Kastelaz Gewürztraminer 2015,31.91,4.2
The Olive Grove Chardonnay 2018,9.95,3.8
Graacher Himmelreich Riesling Kabinett 2017,21.83,4.1
Chardonnay Penedès Vinya Gigi 2016,21.99,3.8
Chardonnay - Pinot Noir 2019,9.9,3.8
Schiefer Riesling 2018,9.72,3.8
The First Lady Chardonnay 2019,8.5,3.7
Samas 2018,11.89,3.9
Sancerre Blanc 2019,17.45,3.8
Mâcon-La Roche-Vineuse 2015,9.6,3.7
Vineyards Sauvignon Blanc 2019,5.25,3.3
Oak Cask Chardonnay 2019,7.36,3.7
Sauvignon Blanc 2019,8.95,3.7
Piano Maltese Sicillane 2018,9.39,3.7
Soave Classico 2016,5.74,3.4
Sauvignon Blanc 2019,10.45,3.4
Bianco di Custoza 2016,6.58,3.3
Max Reserva Sauvignon Blanc 2015,14.5,3.7
Collection Secrète White 2015,23.45,3.9
Chardonnay 2019,5.79,3.8
Tascante Carricante Sicilia Buonora 2013,13.1,3.6
Pinot Bianco Moriz 2018,11.51,3.8
Terre di Valfredda Pinot Grigio 2017,10.29,3.8
Harmonie de Gascogne Blanc 2019,5.52,3.9
Collio Sauvignon 2018,12.33,3.7
Cellar Selection Sauvignon Blanc 2019,8.5,3.6
Sauvignon Blanc (Statue de Femme) 2018,6.95,3.7
Chardonnay Reserva 2018,8.41,3.7
Villa Angela Pecorino Offida 2018,10.49,3.8
Chablis 2018,15.8,3.8
Vieilles Vignes Chardonnay 2018,8.59,3.7
Alte Reben Riesling 2016,13.99,3.7
Alte Reben Riesling 2017,17.7,4.1
Puglia I Muri Bianco 2018,6.95,3.8
Adobe Sauvignon Blanc (Reserva) 2019,8.45,3.8
Graue Freyheit 2017,29.0,4.0
Côté Chardonnay - Sauvignon 2018,8.95,3.9
Riesling Alsace Sélection de Vieilles Vignes 2016,26.18,3.9
Louis Mel Sauvignon Blanc 2017,12.23,3.7
Rioja Viura 2018,6.69,3.6
Venezia Giulia Jurosa (Chardonnay) 2016,31.18,4.1
Gran Viña Sol Chardonnay 2018,8.89,3.5
Pecorino Castello Di Semivicoli 2018,13.39,3.9
Garnacha Blanca 2018,8.92,3.5
Verdejo 2018,7.53,3.7
Molin Lugana 2018,14.8,4.0
Bourgogne Couvent Des Jacobins Blanc 2018,16.48,3.9
Unoaked Chardonnay 2019,7.32,3.9
Eve Chardonnay 2017,13.16,3.2
Mâcon-Milly-Lamartine 2017,20.9,4.0
Gewürztraminer 2019,10.9,3.9
Gavi Valentino 2018,10.9,3.8
Venezia Giulia Lis 2015,53.58,4.1
Viura - Chardonnay 2019,6.5,3.7
Hensel Und Gretel White 2018,13.5,4.1
Adrianna Vineyard White Bones Chardonnay 2016,86.95,4.5
Federspiel Riesling 2011,26.5,3.9
Mâcon-Villages 2015,22.22,3.8
Bernkasteler Badstube Riesling Kabinett 2011,22.69,3.9
Collection Unique 2018,5.8,3.9
Graacher Himmelreich Riesling Kabinett 2018,21.21,4.2
Alta Colección Pinot Gris 2018,8.99,3.7
