Name,Price,Rating
Sauvignon Blanc 2017,7.5,3.4
Blanco 2019,5.69,3.7
Le Fornaci Lugana 2019,10.5,3.9
Oberhäuser Brücke Riesling Spätlese 2015,25.84,4.2
Sauvignon 2018,6.49,3.4
Riesling 2015,25.44,4.0
Inzolia Sicilia 2018,4.9,3.2
Riesling 2016,10.69,3.6
Meursault 'Les Narvaux' 2017,63.9,4.2
Premium Chardonnay 2016,15.84,3.7
Viognier 2016,11.21,3.9
Chardonnay Dei Sassi Cavi 2015,9.99,3.3
Loiserberg Grüner Veltliner Reserve 2017,17.55,3.8
Buntsandstein Riesling 2017,17.5,3.8
Oktav Grauburgunder 2014,10.67,3.7
Berg Schlossberg GG 2016,25.0,3.9
Sauvignon Blanc 2019,9.99,3.5
Luberon 2019,5.71,3.6
Branco (Antão Vaz - Viognier - Verdelho) 2018,4.92,3.5
Montserre Chablis 2017,35.0,4.2
Wehlener Sonnenuhr Riesling Kabinett 2018,15.9,3.8
Sauvignon 2019,18.9,3.9
Sauvignon Blanc Organic 2019,8.4,3.5
Solaris Chorb Rheinau 2018,22.91,3.8
La Froscà Soave Classico 2016,21.45,3.8
Les Grands Calcaires Cotes du Rhône 2017,9.2,3.6
Chardonnay Puglia 2019,7.39,3.6
Chardonnay 2018,19.9,4.1
Pittermännchen Riesling GG 2015,47.76,3.8
Meursault-Charmes Premier Cru 2015,90.2,4.2
Chablis Grand Cru 'Les Preuses' 2015,97.81,4.1
Riverbank Riesling 2017,12.23,3.6
Alte Reben Grüner Veltliner 2016,14.65,4.0
Chardonnay 2016,29.5,3.8
Bell-Ringer Albariño 2015,12.5,3.7
Eylo Rueda 2017,6.23,3.5
Collio Friulano 2018,17.9,3.9
Riesling 2018,12.1,3.6
Vieilles Vignes Chablis 2013,52.0,3.9
Vigna Runc Friulano 2016,14.73,3.7
Les Cépages Sauvignon Blanc 2018,7.75,3.1
Grillo 2018,9.5,4.0
Condrieu 2017,47.2,3.8
Gianni Masciarelli Trebbiano d'Abruzzo 2018,7.66,3.7
Castello della Sala Conte della Vipera 2019,20.85,4.1
Viré-Clessé 2015,18.08,3.8
Danger 380 Volts 2019,21.9,4.1
Maximin Grünhäuser Herrenberg Riesling Kabinett 2018,15.5,4.1
Trebes Ribolla Gialla 2017,18.42,3.9
Gewürztraminer 2019,13.54,3.9
Nicole Vineyard Viognier Réserve 2019,8.32,3.7
Wallufer Walkenberg Riesling Spätlese Trocken 1998,25.0,4.1
Rosengarten Rüdesheim Monopole GG 2016,38.99,4.1
Langhe Chardonnay 2017,15.5,3.8
Lahn Sauvignon 2019,11.54,3.9
Sistina Pecorino Terre di Chieti 2019,6.73,3.7
ST23 Weissburgunder Trocken 2016,5.63,3.4
Weissburgunder Trocken 2017,11.9,3.6
Wiener Grüner Veltliner 2017,13.69,3.3
Chablis 1er Cru 'Vau Ligneau' 2018,24.18,3.6
Blandine Le Blanc 2018,5.9,3.6
Chardonnay 2018,8.78,3.1
Volz Riesling 2016,31.19,4.3
Cavanera Ripa di Scorciavacca Etna Bianco 2017,19.99,3.8
Kirchspiel Riesling GG 2017,51.8,4.2
Eight Rows Sauvignon Blanc 2019,18.5,4.0
The Wine Collection Sauvignon 2016,142.01,4.7
Petit Chablis 2017,13.9,4.0
Zeltinger Schlossberg Riesling Trockenbeerenauslese 2006,95.55,4.6
Vom Stein Pinot Bianco 2018,9.25,3.6
Wolfer Sonnenlay Riesling Kabinett 2017,13.9,3.9
Tradition Grüner Veltliner 2017,11.5,3.8
Scheurebe Trocken 2018,8.4,3.7
Circle of Life White 2016,16.9,4.0
Les Vieilles Vignes Chablis 2017,23.5,4.1
Trittenheimer Apotheke Riesling Kabinett 2017,14.26,4.0
Verdejo 2019,9.65,3.6
Riesling Berg Roseneck Kabinett Trocken 2012,17.29,4.0
Chardonnay 2018,6.9,3.5
Extra Blanc 2018,10.68,3.4
Viognier 2016,16.58,3.9
Kranachberg Sauvignon Blanc 2016,41.58,4.1
Als Wär's ein Stück Von Mir 2015,11.4,3.6
Chardonnay 2017,7.6,3.8
Collezione Lugana 2018,11.63,3.4
Loibner Grüner Veltliner Smaragd Vinothekfüllung 2018,45.0,4.2
Lenz Riesling 2017,12.0,4.0
Scharzhofberger P Riesling 2015,44.95,4.1
Iphöfer Kronsberg Scheurebe Alte Reben 2017,20.89,4.2
Vom Schiefer Riesling Trocken 2018,9.26,3.7
Piesporter Goldtröpfchen Riesling Feinherb 2016,15.4,3.9
Sulz Morillon 2013,34.73,4.0
Custoza 2018,7.25,3.6
Petit Salé de Villeneuve 2019,12.9,3.7
Schweigen Chardonnay 2017,23.06,4.1
Private Selection Vinhas Velhas Branco 2016,13.65,4.0
Heugumber 2016,5.5,3.4
L'Elfo Pinot Grigio 2019,6.19,3.7
Inzolia - Chardonnay 2018,5.68,3.4
Gorges 2015,17.06,3.9
Juffer Riesling Trocken GG 2018,23.9,3.9
Zeltinger Sonnenuhr Riesling Auslese*** 2003,49.99,4.1
Steirische Klassik Sauvignon Blanc 2014,19.39,3.7
Varietal Chardonnay 2019,4.89,3.1
Sauvignon Blanc 2018,22.42,4.3
Chardonnay Toscana Collezione Privata 2018,53.84,4.4
Geheimrat J Riesling Spätlese Trocken 2012,24.9,4.1
Gewürztraminer Alsace Grand Cru Hatschbourg 2017,18.42,4.0
Héritage Chardonnay 2018,6.58,3.7
Albarino 2018,9.9,3.8
Chardonnay 2018,10.72,3.6
Premium Tămâioasă Românească Sec 2018,10.5,3.6
Camino del Pelegrino (Peregrino) Albariño 2018,14.13,3.5
Sauvignon Blanc Rueda 2018,5.99,3.4
Chardonnay 2017,19.9,3.9
Isliedh 2018,31.95,4.1
Pinot Bianco Vial 2018,11.6,3.7
Ungstein Scheurebe 2017,12.95,3.8
Mercurey Clos Rochette 2018,20.95,4.1
Alleskönner Weiss 2018,7.7,3.8
Pratto Bianco (Pratto Benaco Bresciano) 2018,14.52,4.1
Chablis 2018,15.06,3.6
Klausen Sauvignon Blanc 2017,23.52,3.9
Amarela 2018,5.9,3.3
Chardonnay 2013,20.99,3.8
Markus Pfaffmann Grauburgunder Trocken 2019,6.6,3.9
Chardonnay Prestige Cuvée 2018,7.79,3.8
Vignes Blanches Pouilly-Fuissé 2016,24.95,3.9
Am Schwarzen Herrgott Riesling 2016,41.58,4.2
Oppenheim Riesling 2017,17.45,4.0
L'U Umbria Bianco 2018,10.71,3.8
Riesling 2018,7.66,3.4
Verdejo 2018,8.28,3.6
Riesling Heiligenstein 2018,22.91,3.9
Moscato 2018,7.53,3.9
Chardonnay 2018,13.99,3.6
Sauvignon Blanc Trocken 2019,9.85,4.0
Wehlener Sonnenuhr Riesling Kabinett 2015,19.95,3.9
Μαλαγουζιά (Malagouziá) 2017,9.9,3.5
Müller Thurgau 2018,10.09,3.7
Punggl Pinot Grigio 2018,14.9,3.9
Chablis 2018,22.95,3.8
Fabelhaft Riesling 2017,10.35,3.4
Ferentano Lazio 2016,26.18,3.9
Taylors Pass Vineyard Chardonnay 2016,22.1,3.8
La Fontaine Aux Enfants Cru d'Alsace 2016,22.0,3.7
Mandelpfad Riesling GG 2017,27.0,3.8
Gewurztraminer 2016,10.71,3.6
La Fontaine Aux Enfants Cru d'Alsace 2015,22.0,3.8
Blauschiefer Riesling Trocken 2018,7.9,3.6
Pago de los Balagueses Chardonnay 2017,16.47,3.9
Côtes du Rhône Blanc 2018,8.5,4.0
Circumstance Sauvignon Blanc 2018,15.5,3.8
Mountain White 2015,10.9,3.6
Gaisböhl G.C 2016,54.0,4.2
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2017,9.95,3.6
Ried Steinriegl Sauvignon Blanc 2018,17.4,3.8
Castel Firmian Chardonnay Trentino 2018,6.9,3.3
Moscatel Old Vines 2018,16.74,4.1
Riesling Classic 2018,9.5,3.9
Malterdingen Weisser Burgunder 2016,27.6,3.9
Loibenberg Riesling 2015,33.0,4.3
Cuvée Vauban Pouilly-Vinzelles 2014,17.54,3.8
Altima Sauvignon Blanc 2018,13.99,4.3
Danie de Wet Chardonnay Sur Lie 2019,8.72,3.7
Pinot Gris Alsace Grand Cru 'Kitterlé' 2010,35.58,3.9
Danie de Wet Sauvignon Blanc 2019,6.15,3.4
Sulz Sauvignon Blanc 2015,27.9,4.0
Sancerre Grande Cuvée Blanc 2017,38.9,4.2
Chardonnay 2018,8.39,3.7
Molamatta Collio Bianco 2015,25.99,3.8
Grauer Burgunder Trocken 2018,11.4,3.7
Wachstum Bodenstein Grüner Veltliner 2016,38.75,4.4
Dürnstein Grüner Veltliner 2018,13.7,3.6
Riesling 2016,26.32,3.9
Chardonnay 2017,23.61,3.3
Blanco 2018,5.76,3.3
Perlita Chardonnay 2018,9.99,3.7
Chardonnay 2018,8.9,3.6
Schiste 2018,44.85,4.3
Muros Antigos Alvarinho 2019,11.5,3.9
The King's Bastard Chardonnay 2017,16.95,4.1
Hinter der Burg Grüner Veltliner 2019,19.95,4.1
Cap Maritime Chardonnay 2017,50.56,4.1
Westhofen Riesling Trocken 2018,12.87,3.8
Königsbacher Ölberg Riesling 2018,19.45,4.2
Terresinis 2018,7.35,3.9
Riesling Alte Reben 2018,15.65,3.9
Mosel Alte Reben Riesling 2018,17.8,4.0
Hydra Vernaccia di San Gimignano 2017,11.2,3.7
Grüner Veltliner 2017,7.66,3.3
Grauburgunder Trocken 2018,13.8,3.9
Karthäuser Riesling 2016,13.9,3.6
Saint-Véran 2016,36.33,4.0
Serruria Chardonnay 2017,13.99,4.1
Axpoint Grüner Veltliner 2017,13.54,3.7
Orvieto Classico Bianco 2019,6.49,3.6
Riesling 2018,11.5,4.1
Sauvignon Blanc 2020,5.95,4.0
Sirmian Pinot Bianco 2018,17.45,3.7
Chablis Premier Cru Fourchaume 2017,49.37,4.2
The King's Favour Sauvignon Blanc 2018,13.9,4.0
Pinot Bianco 2018,11.02,3.5
Gavi 2017,8.59,3.6
Cellar Selection Bosstok Chenin Blanc 2018,8.29,3.8
Pettenthal Riesling GG 2016,46.0,4.0
Côtes-Du-Rhône Guy Louis Blanc 2017,19.8,3.7
One Man Band White 2016,24.9,4.1
Condrieu 2018,45.0,3.9
Faß 25 Ayler Riesling 2016,15.5,3.9
Pioneer Block 3 43 Degrees Sauvignon Blanc 2019,18.95,4.0
Pettenthal Riesling GG Trocken 2014,26.81,3.9
Two Princes Riesling 2018,8.96,4.0
Maximin Grünhäuser Abtsberg Riesling Spätlese 2018,18.43,4.2
Aurelia Langhe Arneis 2018,9.65,3.6
Las Pizarras Chardonnay 2017,75.76,4.0
Mercurey Blanc 2017,32.0,4.0
Kalmuck White 2018,9.74,3.5
Pouilly-Fuissé Clos Sur la Roche 2017,28.07,4.2
Saint-Romain 2017,29.9,4.3
Family Vineyards Chardonnay 2016,9.9,3.2
Cuvée Especial Verdejo 2016,32.5,4.0
Grüner Veltliner Federspiel Kaiserberg 2018,12.3,3.5
Wachenheimer Altenburg P.C 2016,28.0,3.9
Nierstein Riesling Trocken 2017,13.64,3.8
Sancerre 'Les Caillottes' 2019,15.7,3.8
Corton-Charlemagne Grand Cru 2016,156.7,4.5
Paradies Riesling 2017,22.89,3.9
El Afrutado 2015,9.65,3.7
Toscana Bianco 2016,251.23,4.5
Centenaire Côtes du Roussillon Blanc 2018,12.1,3.7
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,107.95,4.2
Riesling 2018,11.21,3.8
Geheimrat J Riesling Spätlese Trocken 2011,24.9,4.2
Müller Thurgau 2018,9.65,3.6
From Black to White Il Bianco 2018,15.04,3.9
Escheburg 2014,15.5,3.8
Von den Terrassen Riesling 2018,14.35,4.0
Corton-Charlemagne Grand Cru 1993,249.95,4.3
Villa Grand Cap Blanc 2018,7.3,3.4
Chardonnay 2017,9.7,3.5
Blanc 2011,39.96,3.9
Vom Buntsandstein Riesling Trocken 2016,21.5,3.8
Hullabaloo 2019,16.9,4.1
Silvaner VDP.Erste Lage Escherndorfer Lump 2016,14.57,3.7
La Soufrandière Climat Les Quarts Pouilly-Vinzelles 2017,46.5,4.0
Bandol Blanc 2019,17.5,3.5
Killka Chardonnay 2017,9.25,3.5
Alea Riesling 2018,25.9,4.0
Riesling Trocken 2018,9.9,3.9
Scharzhofberger Riesling Auslese 2017,450.0,4.5
Lugana 2019,8.89,4.0
'Rosso & Bianco' Chardonnay 2017,13.25,3.7
Colle Sant'Antonio Soave Classico 2014,26.7,4.1
Masseria Surani Arthemis Fiano 2017,8.9,4.0
Pinot Grigio delle Venezie 2019,5.95,4.0
The Beautiful Lady Gewürztraminer 2018,18.52,4.2
Bandol Blanc 2018,26.04,4.0
Grande Réserve Muscadet de Sèvre et Maine Sur Lie 2018,9.99,3.6
Chardonnay 2018,6.5,3.6
Parallèle 45 Côtes Du Rhône Blanc 2018,11.47,3.6
Riesling K 2016,13.55,3.5
Kalk & Kreide Sauvignon Blanc 2019,13.71,4.0
Nahesteiner Riesling Trocken 2017,15.39,3.7
Les Preuses Chablis Grand Cru 2017,65.0,4.3
Chardonnay 2019,5.95,3.7
Meursault 2016,46.5,4.2
Chardonnay 2018,9.26,3.5
Riesling Trocken Brauneberger Juffer Sonnenuhr GG 2018,28.7,4.1
Chenin Blanc (Steen op Hout) 2019,10.49,3.3
Puro Torrontes 2019,10.89,3.8
M Capriva Del Friuli 2015,75.9,4.3
Cellar Selection Chardonnay 2019,5.95,3.4
Weissburgunder Trocken 2018,7.63,3.2
Gavi di Gavi 2019,12.25,3.8
Sauvignon Blanc 2019,15.5,4.0
Sauvignon Blanc 2017,7.74,3.6
Treaty Tree Reserve Sauvignon Blanc - Semillon 2017,9.95,3.7
Sauvignon 2019,13.16,4.3
Weisser Burgunder II 2015,15.95,3.8
Bechtheimer Riesling 2016,18.94,3.6
Zeltinger Sonnenuhr Riesling Spätlese 2016,26.32,4.3
Chardonnay Piemonte Costebianche 2017,18.75,3.4
Gamlitzer Gelber Muskateller 2017,19.4,4.1
Riesling No 1 Trocken 2018,7.79,3.7
Faß 25 Ayler Riesling 2018,13.35,4.1
Kranachberg Sauvignon Blanc 2017,41.58,3.9
Staforte Soave Classico 2017,15.9,4.0
Pinot Blanc Classic 2017,7.99,3.4
Fernão Pires 2016,5.7,3.6
JT Blanc Costières de Nîmes 2016,18.03,4.0
Santenay Premier Cru 'Gravières' Blanc 2015,73.63,4.3
Höhenflug Chardonnay 2018,16.77,4.3
Sancerre Blanc 2018,15.5,4.0
Sauvignon Blanc 2017,12.5,3.8
Nuovo Quadro Gavi 2019,14.73,3.9
Achenio Bolgheri Bianco 2015,15.4,3.8
Musbrugger 2016,18.42,4.3
Gundian Albariño 2018,9.55,3.8
Vita Bella Côtes de Provence 2016,16.5,3.9
Scheu... Aber Geil! 2018,9.65,3.5
Sauvignon Blanc 2019,6.83,3.6
Wehlener Sonnenuhr Riesling Kabinett 2015,9.5,3.7
Isabelino Verdejo 2018,8.5,3.7
Sémillon 2017,25.5,3.9
Weissburgunder 2018,10.9,3.9
Turmhof Chardonnay 2017,13.5,3.4
Contessa Entellina Chiarandà 2017,23.9,4.0
Reserve Chardonnay 2018,8.58,3.6
Halenberg Riesling GG 2017,42.0,4.2
Kerner 2016,9.9,3.8
Chenin Blanc 2018,7.32,3.5
Ried Renner Grüner Veltliner 2015,23.01,3.8
Solosole Vermentino 2019,14.9,4.1
Viognier 2018,8.78,3.6
Cà da Bosio Gavi 2016,8.95,3.6
The Wolftrap White Blend 2019,6.3,3.5
Darling Sauvignon Blanc 2018,12.96,3.6
Deux Roches Tradition Mâcon-Villages 2017,10.97,3.9
Chardonnay 2017,15.16,3.7
Vom Lehm Gewürztraminer 2017,12.7,3.9
Asia Cuvée 2019,11.99,4.1
Weissburgunder Trocken 2018,8.04,3.9
Horizont Grüner Veltliner 2018,11.67,3.7
Vinha Centenária Reserva Branco 2012,24.27,4.2
Qvinterra Riesling 2017,13.69,3.8
Riesling Trocken 2018,8.2,3.7
Sauvignon Blanc 2019,5.46,3.5
Pinot Grigio 2019,18.9,4.1
Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc 2016,98.15,4.3
Trebbiano - Pinot Grigio 2019,4.25,4.0
Terroir de Saint Alban Blanc Sec 2018,16.47,3.4
Nuragus di Cagliari 2018,13.55,3.6
Kallstadter Saumagen Riesling Spätlese Trocken 2016,17.45,4.0
Chablis 2018,15.5,4.0
1300 Torrontés 2019,7.99,3.8
Louro do Bolo Godello Valdeorras 2019,15.9,3.9
Heerkretz Riesling GG 2017,46.41,3.9
Weissburgunder Trocken 2018,8.9,3.6
Touraine Sauvignon 2018,8.57,3.6
Paula Chardonnay 2018,6.73,3.5
Pechstein Riesling GG 2017,37.04,4.3
Chassagne-Montrachet 1er Cru 'Cailleret' 2013,72.0,4.1
Grauburgunder 2018,11.5,3.7
Steinporz Smaragd Grüner Veltliner 2015,20.95,4.1
Select Chardonnay 2017,20.28,4.1
Ratscher Sauvignon Blanc 2016,19.4,3.8
Le Margherite 2018,14.65,4.0
Lugana 2019,8.94,3.3
Chenin Blanc 2019,8.5,3.5
Valle Escondido Torrontes 2016,7.9,3.4
Ermita Veracruz Verdejo 2018,8.8,3.6
Frühlingsplätzchen Riesling GG 2016,38.9,4.1
Terre di Tufi Toscana Bianco 2017,16.0,3.6
Floreado Sauvignon Blanc 2019,12.95,4.1
Zeltinger Himmelreich Riesling Kabinett 2018,14.25,4.1
Oktav Grauburgunder 2018,10.7,3.9
Leithaberg Chardonnay 2017,14.63,3.5
Reserva 347 Vineyards Sauvignon Blanc 2017,8.8,3.7
Pessac-Léognan Blanc 2016,58.29,3.9
Weissburgunder 2018,7.25,3.6
Chardonnay Salento Charà 2018,8.5,3.8
Cool-Climate Chenin Blanc 2018,16.99,3.6
Grüner Veltliner Federspiel Himmelstiege 2019,10.3,3.7
Éo Blanc 2018,27.29,3.9
Página Sauvignon Blanc 2017,16.57,4.0
Weissburgunder 2018,8.74,3.8
Ermitage de l'Orée 2003,181.5,4.0
Riesling Stein Gaisberg Reserve 2018,14.57,3.9
Eins Zu Eins Grauer Burgunder 2019,7.24,3.9
Rachel's Chenin Blanc 2019,8.41,3.7
Chardonnay 2018,16.4,3.8
Little Yering Chardonnay 2017,11.95,3.3
Chenin Blanc 2016,27.95,4.0
Pinot Grigio 2018,14.53,3.8
Villa Solais Vermentino di Sardegna 2019,7.87,3.6
Fabelhaft Riesling 2018,10.42,3.5
Chablis 2017,22.0,3.9
Pessac-Léognan Blanc 2005,44.95,4.0
Riesling SONNE 2017,16.59,3.9
Tannenberg Sauvignon Blanc 2018,23.06,3.9
Arneis Roero 2019,14.9,3.8
Protocolo Blanco 2016,4.95,3.5
Langenlois Spiegel 1.ÖTW Reserve 2011,28.0,3.9
T.N. 06 Abendrot 2015,29.9,3.9
Schüttenberg Chardonnay 2018,16.58,4.0
Von Den Grossen Lagen 2018,19.44,4.0
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,48.95,3.9
Sancerre Blanc 2018,14.9,3.9
Contrada Salvarenza Vecchie Vigne Soave Classico 2016,28.18,3.9
Pettenthal Riesling GG Trocken 2016,32.5,3.9
Pošip 2016,15.9,3.9
Grauburgunder Herrenstück 2016,12.95,3.8
Riesling Graacher Domprobst Kabinett 2015,17.29,3.9
Torrontes 2017,9.99,3.9
Beaune 1er Cru 'Clos des Mouches' Blanc 2017,121.85,4.4
Vouvray 2018,6.95,3.8
Côtes de Gascogne Les 4 Réserve 2017,8.5,3.5
La Ripe Bianchello del Metauro 2017,9.5,3.4
Nounat 2019,18.75,4.2
Fendant 2017,17.4,3.5
Sauvignon Blanc 2016,9.65,3.5
Berg Roseneck Riesling 2014,39.0,4.2
Le Saline Vermentino di Gallura Superiore 2017,17.9,4.2
Albizzia Chardonnay 2019,8.73,3.7
Muskat Freyheit 2017,29.0,3.6
Elbling Trocken 2018,11.9,3.8
Riesling 2018,11.25,3.6
Esprit de Crès Ricards Viognier 2016,7.28,3.7
Chardonnay - Weissburgunder 2018,8.9,3.9
Wehlener Sonnenuhr Riesling Kabinett 2016,16.95,4.1
Collio Sauvignon 2017,16.9,3.8
Organic Chardonnay - Muscat 2018,6.5,3.6
Chardonnay Vigneti delle Dolomiti 2019,8.49,3.3
Falerio 2018,5.9,3.5
Jesuitengarten Riesling GG 2014,39.95,4.1
Turmhof Gewürztraminer 2017,18.15,4.2
Ungeheuer GG 2016,32.27,4.0
The King's Thorn Pinot Gris 2016,31.9,3.4
Riesling Sonnenberg GG 2011,22.69,3.7
Cellar Selection Sauvignon Blanc 2019,5.95,3.1
Pinot Grigio 2019,9.31,3.8
Goldriesling Trocken 2018,12.5,3.8
Obere Steigen Grüner Veltliner 2019,8.89,3.7
Le Merle Blanc de Château Clarke Bordeaux Blanc 2018,27.27,4.1
Volx Riesling 2017,13.5,3.9
Laurens Campher 2017,13.68,3.9
Wehlener Sonnenuhr Riesling Kabinett 2014,14.43,3.9
Le Cornillard Anjou 2015,33.83,4.1
Sauvignon Blanc 2017,14.9,3.7
Müller-Thurgau Trocken 2018,6.26,3.3
Stein Sauvignon 2018,11.95,4.0
Pinot Grigio 2018,7.9,3.7
Pulpo Albariño 2019,7.7,3.9
Alteni di Brassica Langhe 2017,109.0,4.1
Ungeheuer GG 2017,29.9,4.0
Bianco N.V.,5.7,3.8
Fiano Di Avellino 2019,11.5,4.0
Lenchen Riesling Kabinett 2018,18.9,4.0
Sonett Grauburgunder 2018,9.48,3.8
Aulerde Riesling GG 2017,34.73,4.2
Riesling Alsace Signature 2017,8.28,3.5
Vignes de Nicole Chardonnay - Viognier Pays d'Oc 2019,7.37,3.8
Rüdesheimer Berg Rottland Hinterhaus Riesling 2016,37.04,3.9
Weissburgunder 2019,12.5,3.9
Estates Douro Branco 2018,14.73,3.7
Kinheimer Hubertuslay Riesling Auslese 2015,115.95,4.5
The Long Walk Chardonnay 2019,6.5,3.6
Chardonnay 2018,9.7,3.4
Branu Vermentino di Gallura 2019,9.65,4.0
Vieilles Vignes Entre-deux-Mers 2019,10.49,3.8
Muros Antigos Escolha 2019,6.32,3.6
Viognier 2018,6.41,3.6
Riesling Trocken 2019,12.9,3.9
White Blend 2017,24.49,4.2
Sauvignon Blanc 2016,10.5,3.8
Sauvignon Blanc 2018,17.9,3.9
Sauvignon Blanc 2019,11.95,4.1
Grauburgunder 2019,6.8,4.0
Effusion Anjou 2018,19.88,3.9
Dame Nature Petit Chablis 2018,13.58,3.8
Grauburgunder 2017,9.54,3.4
Grüner Veltliner 2019,7.26,3.8
Langhe Sauvignon Rovella 2016,24.2,4.0
Riesling Reserve Zöbinger Heiligenstein Lyra 2015,49.47,4.2
Riesling 2018,10.53,3.8
Maximin Grünhäuser Abtsberg Riesling Kabinett 2018,15.65,4.1
Bourgogne Blanc 2016,26.5,4.1
Edición Limitada Lías Verdejo 2016,13.57,3.8
Festival Sauvignon 2018,9.65,3.7
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 2016,112.94,4.4
Chablis 2018,16.34,3.5
Ehrenhausen Muschelkalk 2017,16.85,3.7
Sauvignon Blanc Trocken 2019,7.6,3.9
Rüdesheimer Berg Roseneck Katerloch Riesling 2016,34.12,4.1
Gönnheimer Riesling Trocken 2018,8.9,3.6
Riesling Tradition 2015,31.1,4.0
Chardonnay 2018,8.22,3.8
Chenin Blanc Wild Ferment 2018,12.49,3.8
Whitehall Chardonnay 2017,17.95,3.8
Chablis Grand Cru 'Les Clos' 2016,80.57,4.3
Côtes De Gascogne Chardonnay 2018,7.0,3.5
Königsbach Riesling 2017,18.42,4.0
Luces Chardonnay - Sauvignon Blanc - Macabeo 2019,5.75,3.5
The Young Airhawk 2017,18.84,3.8
Aristargos 2018,34.15,4.2
Condrieu Les Cassines 2016,47.52,3.9
T.N. 99 Sonnrain 2016,18.9,3.9
Langenlois Käferberg 2011,29.5,3.9
Sauvignon Blanc 2016,9.75,3.6
Fourchaume Chablis Premier Cru 2018,27.9,4.0
Kirchenstück GG 2015,59.0,4.3
Schulthauser Weissburgunder (Pinot Bianco) 2019,12.6,3.8
Riesling Trocken 2017,8.7,3.4
Sauvignon Blanc 2019,10.9,3.7
Alta Colección Pinot Gris 2019,8.72,3.7
Yattarna Chardonnay (BIN 144) 2016,221.95,4.2
Organic Chardonnay 2018,7.69,3.7
Sauvignon Blanc 2018,25.04,4.0
Straw 2018,14.43,4.0
Hard 2016,26.0,4.1
Méthode Ancienne Chardonnay 2017,33.95,4.2
Rausch Kabinett 2018,18.9,4.1
Sauvignon Blanc 2018,14.9,3.6
Ried Klostersatz Grüner Veltliner Federspiel 2016,25.5,3.8
Small Hill White 2016,11.19,3.3
Riesling 2018,9.5,3.6
Bechtheimer Riesling 2013,42.01,3.8
Riesling Trocken 2018,10.01,3.7
Savennières Bellevue 2016,36.84,4.1
Blutsbruder für Immer Vereint Weiss 2017,10.67,3.7
Hill Pinot Grigio 2018,10.4,3.7
Chablis 'Champ des Ducs' 2018,18.03,3.8
Nuwedam Old Vine Chenin Blanc 2017,35.0,4.2
Suavis Vernaccia de San Gimignano 2018,11.6,3.9
La Mateo Tempranillo Blanco 2017,20.95,3.9
Pfaffenberg Riesling 2017,22.0,3.8
Le Merle Blanc de Château Clarke Bordeaux Blanc 2017,27.06,4.3
Les Menétrieres Pouilly-Fuissé (Cuvée Hors-Classe) 2015,55.24,4.2
Lieben Aich 2015,40.84,4.1
Grauburgunder Trocken 2019,7.6,3.7
Meursault 'Les Grands Charrons' 2017,53.61,4.2
Chardonnay 2015,21.57,3.5
Chardonnay Penedès 3055 2019,13.37,3.8
Châteauneuf-du-Pape Clos La Roquète Blanc 2017,49.76,4.2
Karthäuser Riesling 2018,13.75,3.9
Sauvignon Blanc Tradition 2018,11.6,3.7
Brauneberger Juffer Riesling Spätlese 2018,15.95,4.2
Capsula Viola Chardonnay 2019,6.95,3.8
Kalkmergel Riesling 2018,9.25,3.6
El Rincón de Nekeas Chardonnay 2018,8.54,3.7
Wiltinger Riesling 2017,14.7,4.0
Sauvignon Blanc 2020,8.9,3.8
Deidesheimer Kalkofen GG 2017,32.12,4.1
Umbria Bianco 2019,9.5,3.5
Las Pizarras Chardonnay 2014,75.76,4.1
Chardonnay 2013,48.26,3.9
Bairrada Vinha Formal Branco 2011,32.17,3.9
Siefersheim Porphyr Riesling 2018,16.57,3.9
Chardonnay Leithaberg 2016,13.98,3.8
Côte de Rouffach Riesling 2016,15.5,3.7
Scharzhofberger Riesling Auslese 2014,554.1,4.5
Sauvignon Blanc 2019,7.69,3.4
Albariño 2019,13.25,3.9
Riesling Trocken 2018,14.63,3.9
Friulano 2017,8.78,3.5
Riesling Stielweg Alte Reben 2018,16.9,3.9
Reserve Chardonnay 2017,12.18,3.9
Selección Finca Monte Alto 2015,21.5,4.0
Wallufer Walkenberg Riesling Kabinett Trocken 2013,12.0,3.6
Chardonnay 2018,10.6,3.7
Darscho 2017,29.54,4.2
Wehlener Klosterberg Pinot Blanc 2016,44.89,3.9
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 2017,120.56,4.5
Dittelsheim Riesling 2016,13.68,3.9
Sangre de Toro Chardonnay Selection 2017,10.18,3.4
Penon Pinot Bianco 2016,10.9,3.7
Pettenthal Riesling GG 2015,48.64,4.3
Sauvignon Blanc 2018,13.4,3.6
Chardonnay 2019,9.9,3.6
Forster Ungeheuer Ziegler 2017,23.79,3.9
Castel Firmian Pinot Grigio Trentino 2019,6.75,3.5
Villata Roero Arneis 2019,8.45,3.5
Domaine Ciringa Fosilni Breg Sauvignon Blanc 2018,13.43,3.6
Weissburgunder Trocken 2018,12.19,3.6
Branco 2018,11.7,3.5
Les Tourelles de la Crée Montagny Premier Cru 2014,46.64,3.9
Milia 2018,21.9,3.7
